fighter,date_of_birth,tuf,r2ufc,dwcs,pride,sf,wec,bmf,hof,country,gender,weightclass,current_rank,rank_flag,current_p4p,p4p_flag,peak_rank,peak_p4p,bouts,wins,win_types,losses,loss_types,streak,best_streak,bonus,slot,elo,peak_elo,opp_elo,debut,debut_result,prev_bout,prev_result,next_date,next_opp
Islam Makhachev,1991-10-27,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,Russia,male,"welterweight, lightweight",-1,NA,1,NA,-1,1,18,17,3 KO 8 Sub 6 Dec,1,1 KO 0 Sub 0 Dec,16,16,6,3.8,3780,3780,3078,2015-05-23,W - Leo Kuntz,2025-11-15,W - Jack Della Maddalena,NA,NA
Ilia Topuria,1997-01-21,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,"Georgia, Spain",male,"lightweight, featherweight",-1,NA,2,NA,-1,1,9,9,6 KO 1 Sub 2 Dec,0,0 KO 0 Sub 0 Dec,9,9,6,4,3645,3645,3169,2020-10-10,W - Youssef Zalal,2025-06-28,W - Charles Oliveira,2026-06-14,Justin Gaethje
Charles Oliveira,1989-10-17,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,NA,Brazil,male,lightweight,3,NA,12,NA,-1,3,37,25,4 KO 17 Sub 4 Dec,11,5 KO 4 Sub 2 Dec,2,11,21,3.5,3588,3636,3010,2010-08-01,W - Darren Elkins,2026-03-07,W - Max Holloway,NA,NA
Petr Yan,1993-02-11,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,Russia,male,bantamweight,-1,NA,5,NA,-1,5,16,12,4 KO 0 Sub 8 Dec,4,0 KO 0 Sub 3 Dec,4,7,5,3.5,3532,3532,3059,2018-06-23,W - Teruto Ishihara,2025-12-06,W - Merab Dvalishvili,NA,NA
Alex Pereira,1987-07-07,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,Brazil,male,"heavyweight, light heavyweight",2,NA,4,NA,-1,2,12,10,8 KO 0 Sub 2 Dec,2,1 KO 0 Sub 1 Dec,1,5,7,2.1,3526,3526,3283,2021-11-06,W - Andreas Michailidis,2025-10-04,W - Magomed Ankalaev,2026-06-14,Ciryl Gane
Khamzat Chimaev,1994-05-01,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,"United Arab Emirates, Russia, Sweden",male,middleweight,1,NA,10,NA,-1,3,10,9,2 KO 4 Sub 3 Dec,1,0 KO 0 Sub 1 Dec,-1,9,7,3.2,3525,3617,3148,2020-07-15,W - John Phillips,2026-05-09,L - Sean Strickland,NA,NA
Justin Gaethje,1988-11-14,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,NA,United States,male,lightweight,0,NA,16,NA,0,7,15,10,6 KO 0 Sub 4 Dec,5,3 KO 2 Sub 0 Dec,2,4,15,1.7,3480,3509,3287,2017-07-07,W - Michael Johnson,2026-01-24,W - Paddy Pimblett,2026-06-14,Ilia Topuria
Sean Strickland,1991-02-27,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,United States,male,middleweight,-1,NA,7,NEW,-1,7,25,18,5 KO 1 Sub 12 Dec,7,2 KO 0 Sub 5 Dec,2,6,5,4.5,3479,3479,2978,2014-03-15,W - Bubba McDaniel,2026-05-09,W - Khamzat Chimaev,NA,NA
Kamaru Usman,1987-05-11,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,"Nigeria, United States",male,"welterweight, middleweight",8,NA,16,NA,-1,1,19,16,4 KO 1 Sub 11 Dec,3,1 KO 0 Sub 2 Dec,1,15,6,2.8,3478,3722,3151,2015-07-12,W - Hayder Hassan,2025-06-14,W - Joaquin Buckley,NA,NA
Carlos Ulberg,1990-11-07,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,"New Zealand, Samoa",male,light heavyweight,-1,NA,14,NA,-1,14,11,10,6 KO 1 Sub 3 Dec,1,1 KO 0 Sub 0 Dec,10,10,5,5.7,3477,3477,2908,2021-03-06,L - Kennedy Nzechukwu,2026-04-11,W - Jiri Prochazka,NA,NA
Shavkat Rakhmonov,1994-10-23,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,Kazakhstan,male,welterweight,16,NA,16,NA,2,15,7,7,1 KO 5 Sub 1 Dec,0,0 KO 0 Sub 0 Dec,7,7,3,4.3,3464,3464,3075,2020-10-24,W - Alex Oliveira,2024-12-07,W - Ian Machado Garry,NA,NA
Merab Dvalishvili,1991-01-10,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,"Georgia, United States",male,bantamweight,1,NA,7,NA,-1,2,17,14,1 KO 1 Sub 12 Dec,3,0 KO 1 Sub 2 Dec,-1,14,5,4.9,3462,3625,3053,2017-12-09,L - Frankie Saenz,2025-12-06,L - Petr Yan,NA,NA
Carlos Prates,1993-08-17,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,Brazil,male,welterweight,2,NA,16,NA,2,16,8,7,7 KO 0 Sub 0 Dec,1,0 KO 0 Sub 1 Dec,3,4,7,3.8,3462,3462,3075,2024-02-10,W - Trevin Giles,2026-05-02,W - Jack Della Maddalena,NA,NA
Arman Tsarukyan,1996-10-11,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,"Armenia, Russia",male,lightweight,2,NA,15,NA,1,13,12,10,4 KO 1 Sub 5 Dec,2,0 KO 0 Sub 2 Dec,5,5,6,3.5,3460,3460,3026,2019-04-20,L - Islam Makhachev,2025-11-22,W - Dan Hooker,NA,NA
Nassourdine Imavov,1996-03-01,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,"France, Russia",male,middleweight,3,NA,16,NA,1,16,12,9,4 KO 0 Sub 5 Dec,2,0 KO 0 Sub 2 Dec,5,5,1,3.8,3454,3454,3006,2020-10-03,W - Jordan Williams,2025-09-06,W - Caio Borralho,NA,NA
Ian Machado Garry,1997-11-17,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,"Brazil, Ireland",male,welterweight,1,NA,16,NA,1,16,11,10,3 KO 0 Sub 7 Dec,1,0 KO 0 Sub 1 Dec,2,8,1,4.8,3453,3453,2995,2021-11-06,W - Jordan Williams,2025-11-22,W - Belal Muhammad,NA,NA
Alexander Volkanovski,1988-09-29,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,Australia,male,featherweight,-1,NA,3,NA,-1,1,18,15,5 KO 0 Sub 10 Dec,3,2 KO 0 Sub 1 Dec,2,12,6,3,3451,3598,3163,2016-11-26,W - Yusuke Kasuya,2026-02-01,W - Diego Lopes,NA,NA
Dricus Du Plessis,1994-01-14,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,South Africa,male,middleweight,2,NA,13,NA,-1,4,10,9,4 KO 2 Sub 3 Dec,1,0 KO 0 Sub 1 Dec,-1,9,4,4,3429,3538,3145,2020-10-10,W - Markus Perez,2025-08-16,L - Khamzat Chimaev,NA,NA
Tom Aspinall,1993-04-11,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,"United Kingdom, England",male,heavyweight,-1,NA,6,NA,-1,6,10,8,6 KO 2 Sub 0 Dec,1,1 KO 0 Sub 0 Dec,0,5,7,3.1,3424,3424,3059,2020-07-25,W - Jake Collier,2025-10-25,NC - Ciryl Gane,NA,NA
Sean Brady,1992-11-23,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,United States,male,welterweight,6,NA,16,NA,1,16,11,9,0 KO 4 Sub 5 Dec,2,2 KO 0 Sub 0 Dec,1,5,3,5.8,3418,3485,3112,2019-10-18,W - Court McGee,2026-05-09,W - Joaquin Buckley,NA,NA
Umar Nurmagomedov,1996-01-03,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,Russia,male,bantamweight,2,NA,16,NA,1,16,9,8,1 KO 2 Sub 5 Dec,1,0 KO 0 Sub 1 Dec,2,6,3,5.4,3417,3417,3062,2021-01-20,W - Sergey Morozov,2026-01-24,W - Deiveson Figueiredo,NA,NA
Michael Morales,1999-06-24,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,"Ecuador, Mexico",male,welterweight,3,NA,16,NA,3,16,7,7,5 KO 0 Sub 2 Dec,0,0 KO 0 Sub 0 Dec,7,7,3,4.1,3417,3417,2989,2022-01-22,W - Trevin Giles,2025-11-15,W - Sean Brady,NA,NA
Movsar Evloev,1994-02-11,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,Russia,male,featherweight,1,NA,16,NA,1,16,10,10,0 KO 0 Sub 10 Dec,0,0 KO 0 Sub 0 Dec,10,10,1,6.4,3412,3412,2917,2019-04-20,W - SeungWoo Choi,2026-03-21,W - Lerone Murphy,NA,NA
Magomed Ankalaev,1992-06-02,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,Russia,male,light heavyweight,1,NA,16,OUT,-1,5,16,12,6 KO 0 Sub 6 Dec,2,1 KO 1 Sub 0 Dec,-1,9,4,3.9,3405,3550,3021,2018-03-17,L - Paul Craig,2025-10-04,L - Alex Pereira,NA,NA
Max Holloway,1991-12-04,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,NA,United States,male,"lightweight, featherweight",4,NA,16,NA,-1,3,32,23,11 KO 2 Sub 10 Dec,9,1 KO 1 Sub 7 Dec,-1,13,13,2.9,3403,3572,3041,2012-02-04,L - Dustin Poirier,2026-03-07,L - Charles Oliveira,NA,NA
Alexander Volkov,1988-10-24,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,Russia,male,heavyweight,2,NA,16,NA,2,16,19,14,6 KO 1 Sub 7 Dec,5,1 KO 1 Sub 3 Dec,2,4,3,2.3,3390,3390,3052,2016-11-19,W - Tim Johnson,2026-05-09,W - Waldo Cortes-Acosta,NA,NA
Valentina Shevchenko,1988-03-07,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,"Kyrgyzstan, Peru",female,women's flyweight,-1,NA,1,NA,-1,1,19,15,4 KO 2 Sub 9 Dec,3,0 KO 1 Sub 2 Dec,3,9,3,2.2,3388,3388,2893,2015-12-19,W - Sarah Kaufman,2025-11-15,W - Zhang Weili,NA,NA
Joshua Van,2001-10-10,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,"Myanmar, United States",male,flyweight,-1,NA,9,NA,-1,9,11,10,4 KO 0 Sub 6 Dec,1,1 KO 0 Sub 0 Dec,7,7,2,7.2,3375,3375,2858,2023-06-24,W - Zhalgas Zhumagulov,2026-05-09,W - Tatsuro Taira,NA,NA
Ciryl Gane,1990-04-12,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,France,male,heavyweight,1,NA,16,NA,0,14,13,10,4 KO 2 Sub 4 Dec,2,0 KO 1 Sub 1 Dec,0,7,4,2.7,3372,3372,3154,2019-08-10,W - Raphael Pessoa,2025-10-25,NC - Tom Aspinall,2026-06-14,Alex Pereira
Sean O'Malley,1994-10-24,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,United States,male,bantamweight,2,NA,16,NA,-1,5,15,11,6 KO 0 Sub 5 Dec,3,1 KO 1 Sub 1 Dec,1,4,9,3,3351,3392,3013,2017-12-01,W - Terrion Ware,2026-01-24,W - Song Yadong,2026-06-14,Aiemann Zahabi
Benoit Saint Denis,1995-12-18,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,France,male,lightweight,5,NA,16,NA,5,16,12,9,5 KO 4 Sub 0 Dec,3,2 KO 0 Sub 1 Dec,4,5,6,4.9,3346,3346,2991,2021-10-30,L - Elizeu Zaleski dos Santos,2026-02-01,W - Dan Hooker,2026-07-11,Paddy Pimblett
Belal Muhammad,1988-07-09,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,"Palestine, United States",male,welterweight,5,NA,16,NA,-1,5,21,15,2 KO 1 Sub 12 Dec,5,1 KO 0 Sub 4 Dec,-2,6,4,5.2,3346,3679,3006,2016-07-07,L - Alan Jouban,2025-11-22,L - Ian Machado Garry,2026-06-06,Gabriel Bonfim
Michael Page,1987-04-07,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,"United Kingdom, England",male,"welterweight, middleweight",13,NA,16,NA,9,16,5,4,0 KO 0 Sub 4 Dec,1,0 KO 0 Sub 1 Dec,3,3,0,3.4,3316,3316,3097,2024-03-09,W - Kevin Holland,2026-03-21,W - Sam Patterson,NA,NA
Aljamain Sterling,1989-07-31,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,"Jamaica, United States",male,featherweight,4,NA,16,NA,-1,6,23,18,2 KO 4 Sub 11 Dec,5,2 KO 0 Sub 3 Dec,2,9,1,5.4,3310,3503,3011,2014-02-22,W - Cody Gibson,2026-04-25,W - Youssef Zalal,NA,NA
Jack Della Maddalena,1996-09-10,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,Australia,male,welterweight,4,NA,16,NA,-1,7,10,8,4 KO 1 Sub 3 Dec,2,1 KO 0 Sub 1 Dec,-2,8,6,3,3298,3451,3099,2022-01-22,W - Pete Rodriguez,2026-05-02,L - Carlos Prates,NA,NA
Paulo Costa,1991-04-21,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,Brazil,male,"light heavyweight, middleweight",7,NA,16,NA,2,16,12,8,5 KO 0 Sub 3 Dec,4,1 KO 0 Sub 3 Dec,2,5,4,3.5,3292,3292,3062,2017-03-11,W - Garreth McLellan,2026-04-11,W - Azamat Murzakanov,NA,NA
Mario Bautista,1993-07-01,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,United States,male,bantamweight,8,NA,16,NA,8,16,14,11,1 KO 4 Sub 6 Dec,3,1 KO 1 Sub 1 Dec,1,8,4,7.1,3281,3319,2887,2019-01-19,L - Cory Sandhagen,2026-02-07,W - Vinicius Oliveira,2026-07-11,Cory Sandhagen
Caio Borralho,1993-01-16,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,Brazil,male,middleweight,4,NA,16,NA,4,16,9,8,1 KO 1 Sub 6 Dec,1,0 KO 0 Sub 1 Dec,1,7,3,2.9,3280,3280,2968,2022-04-16,W - Gadzhi Omargadzhiev,2026-03-07,W - Reinier de Ridder,NA,NA
Brendan Allen,1995-12-28,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,United States,male,middleweight,4,NA,16,NA,4,16,18,14,2 KO 7 Sub 5 Dec,4,2 KO 0 Sub 2 Dec,2,7,4,4.8,3279,3282,2953,2019-10-18,W - Kevin Holland,2025-10-18,W - Reinier de Ridder,2026-06-06,Edmen Shahbazyan
Yaroslav Amosov,1993-09-09,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,Ukraine,male,welterweight,10,NA,16,NA,10,16,2,2,0 KO 2 Sub 0 Dec,0,0 KO 0 Sub 0 Dec,2,2,1,7,3279,3279,3142,2025-12-13,W - Neil Magny,2026-05-09,W - Joel Alvarez,NA,NA
Jiri Prochazka,1992-10-14,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,Czech Republic,male,light heavyweight,3,NA,16,NA,-1,9,9,6,5 KO 1 Sub 0 Dec,3,3 KO 0 Sub 0 Dec,-1,3,8,2.6,3277,3377,3228,2020-07-11,W - Volkan Oezdemir,2026-04-11,L - Carlos Ulberg,NA,NA
Joe Pyfer,1996-09-17,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,United States,male,middleweight,6,NA,16,NA,6,16,8,7,4 KO 2 Sub 1 Dec,1,0 KO 0 Sub 1 Dec,4,4,5,3.8,3276,3276,2917,2022-09-17,W - Alen Amedovski,2026-03-28,W - Israel Adesanya,NA,NA
Lerone Murphy,1991-07-22,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,"United Kingdom, England",male,featherweight,3,NA,16,NA,3,16,11,9,3 KO 0 Sub 6 Dec,1,0 KO 0 Sub 1 Dec,-1,9,3,5.2,3263,3317,2930,2019-09-07,D - Zubaira Tukhugov,2026-03-21,L - Movsar Evloev,NA,NA
Colby Covington,1988-02-22,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,United States,male,welterweight,16,NA,16,NA,0,16,17,12,2 KO 3 Sub 7 Dec,5,2 KO 1 Sub 2 Dec,-2,7,2,4.6,3259,3453,3054,2014-08-22,W - Anying Wang,2024-12-14,L - Joaquin Buckley,NA,NA
Cory Sandhagen,1992-04-20,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,United States,male,bantamweight,4,NA,16,NA,2,16,16,11,6 KO 1 Sub 4 Dec,5,0 KO 1 Sub 4 Dec,-1,5,5,3.6,3253,3311,3101,2018-01-27,W - Austin Arnett,2025-10-04,L - Merab Dvalishvili,2026-07-11,Mario Bautista
Mateusz Gamrot,1990-12-11,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,Poland,male,lightweight,7,NA,16,NA,5,16,13,9,3 KO 2 Sub 4 Dec,4,0 KO 1 Sub 3 Dec,1,4,5,4,3253,3309,3052,2020-10-17,L - Guram Kutateladze,2026-04-11,W - Esteban Ribovics,NA,NA
Sergei Pavlovich,1992-05-13,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,Russia,male,heavyweight,3,NA,16,NA,1,16,11,8,6 KO 0 Sub 2 Dec,3,2 KO 0 Sub 1 Dec,2,6,4,3.6,3253,3341,2982,2018-11-24,L - Alistair Overeem,2025-08-23,W - Waldo Cortes-Acosta,2026-05-30,Tallison Teixeira
Kyoji Horiguchi,1990-10-12,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,Japan,male,flyweight,5,NA,16,NA,3,16,10,9,2 KO 1 Sub 6 Dec,1,0 KO 1 Sub 0 Dec,5,5,1,6,3248,3248,2751,2013-10-19,W - Dustin Pague,2026-02-07,W - Amir Albazi,2026-06-20,Manel Kape
Anthony Hernandez,1993-10-18,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,"Mexico, United States",male,middleweight,6,NA,16,NA,4,16,12,9,2 KO 5 Sub 2 Dec,3,2 KO 1 Sub 0 Dec,-1,8,4,4.2,3241,3375,2910,2019-02-02,L - Markus Perez,2026-02-21,L - Sean Strickland,NA,NA
Leon Edwards,1991-08-25,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,"United Kingdom, England, Jamaica",male,welterweight,7,NA,16,NA,-1,3,20,14,3 KO 1 Sub 10 Dec,5,1 KO 1 Sub 3 Dec,-3,8,2,3.9,3230,3663,3030,2014-11-08,L - Claudio Silva,2025-11-15,L - Carlos Prates,NA,NA
Robert Whittaker,1990-12-20,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,Australia,male,"light heavyweight, middleweight",10,NA,16,NA,-1,8,24,17,6 KO 0 Sub 11 Dec,7,3 KO 1 Sub 3 Dec,-2,9,9,2.5,3220,3446,3044,2012-12-14,W - Brad Scott,2025-07-26,L - Reinier de Ridder,NA,NA
Gabriel Bonfim,1997-08-20,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,Brazil,male,welterweight,11,NA,16,NA,10,16,7,6,1 KO 3 Sub 2 Dec,1,1 KO 0 Sub 0 Dec,4,4,3,4.7,3217,3217,2993,2023-01-21,W - Mounir Lazzez,2025-11-08,W - Randy Brown,2026-06-06,Belal Muhammad
Yair Rodriguez,1992-10-06,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,Mexico,male,featherweight,5,NA,16,NA,0,16,16,11,4 KO 1 Sub 6 Dec,4,2 KO 1 Sub 1 Dec,1,6,9,2.6,3216,3311,2967,2014-11-15,W - Leonardo Morales,2025-04-12,W - Patricio Freire,NA,NA
Gregory Rodrigues,1992-02-17,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,Brazil,male,middleweight,12,NA,16,NA,11,16,13,10,7 KO 0 Sub 3 Dec,3,2 KO 0 Sub 1 Dec,3,3,6,5,3212,3212,2844,2021-06-05,W - Dusko Todorovic,2026-03-07,W - Brunno Ferreira,NA,NA
Paddy Pimblett,1995-01-03,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,"United Kingdom, England",male,lightweight,6,NA,16,NA,5,16,8,7,2 KO 3 Sub 2 Dec,1,0 KO 0 Sub 1 Dec,-1,7,6,2.9,3209,3267,2971,2021-09-04,W - Luigi Vendramini,2026-01-24,L - Justin Gaethje,2026-07-11,Benoit Saint Denis
Natalia Silva,1997-02-03,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,Brazil,female,women's flyweight,1,NA,4,NA,1,4,8,8,2 KO 0 Sub 6 Dec,0,0 KO 0 Sub 0 Dec,8,8,2,6.8,3209,3209,2798,2022-06-18,W - Jasmine Jasudavicius,2026-01-24,W - Rose Namajunas,NA,NA
Renato Moicano,1989-05-21,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,Brazil,male,lightweight,9,NA,16,NA,4,16,20,13,2 KO 7 Sub 4 Dec,7,3 KO 2 Sub 2 Dec,1,4,2,4.4,3208,3264,2964,2014-12-20,W - Tom Niinimaki,2026-04-04,W - Chris Duncan,NA,NA
Joaquin Buckley,1994-04-27,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,United States,male,welterweight,9,NA,16,NA,6,16,17,11,8 KO 0 Sub 3 Dec,6,3 KO 0 Sub 3 Dec,-2,6,6,4.5,3203,3404,2949,2020-08-08,L - Kevin Holland,2026-05-09,L - Sean Brady,NA,NA
Steve Garcia,1992-05-22,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,United States,male,featherweight,9,NA,16,NA,8,16,10,8,7 KO 0 Sub 1 Dec,2,1 KO 0 Sub 1 Dec,7,7,4,6.2,3201,3201,2801,2020-02-29,L - Luis Pena,2025-11-01,W - David Onama,2026-06-14,Diego Lopes
Erin Blanchfield,1999-05-04,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,United States,female,women's flyweight,4,NA,8,NA,2,4,9,8,0 KO 4 Sub 4 Dec,1,0 KO 0 Sub 1 Dec,2,6,1,6.8,3201,3201,2873,2021-09-18,W - Sarah Alpar,2025-11-15,W - Tracy Cortez,NA,NA
Alexandre Pantoja,1990-04-16,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,Brazil,male,flyweight,1,NA,11,NA,-1,4,18,14,2 KO 6 Sub 6 Dec,4,1 KO 0 Sub 3 Dec,-1,8,6,5.4,3200,3351,2894,2017-01-28,W - Eric Shelton,2025-12-06,L - Joshua Van,NA,NA
Zhang Weili,1989-08-13,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,China,female,"women's flyweight, women's strawweight",1,NA,3,NA,-1,1,13,10,2 KO 2 Sub 6 Dec,3,1 KO 0 Sub 2 Dec,-1,5,5,3.3,3197,3303,2933,2018-08-04,W - Danielle Taylor,2025-11-15,L - Valentina Shevchenko,NA,NA
Aiemann Zahabi,1987-11-19,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,Canada,male,"bantamweight, featherweight",6,NA,16,NA,6,16,10,8,2 KO 0 Sub 6 Dec,2,1 KO 0 Sub 1 Dec,7,7,1,7.3,3195,3195,2853,2017-02-19,W - Reginaldo Vieira,2025-10-18,W - Marlon Vera,2026-06-14,Sean O'Malley
Rafa Garcia,1994-08-05,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,"Mexico, United States",male,lightweight,16,NA,16,NA,16,16,11,7,1 KO 1 Sub 5 Dec,4,1 KO 0 Sub 3 Dec,3,3,0,7.1,3195,3195,2848,2021-03-13,L - Nasrat Haqparast,2026-04-25,W - Alexander Hernandez,NA,NA
Pat Sabatini,1990-11-09,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,United States,male,featherweight,16,NA,16,NA,16,16,11,9,0 KO 3 Sub 6 Dec,2,2 KO 0 Sub 0 Dec,4,4,1,7.1,3189,3189,2847,2021-04-24,W - Tristan Connelly,2026-05-09,W - William Gomis,NA,NA
Diego Lopes,1994-12-30,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,"Brazil, Mexico",male,featherweight,2,NA,16,NA,2,16,9,6,3 KO 1 Sub 2 Dec,3,0 KO 0 Sub 3 Dec,-1,5,7,3.3,3184,3245,3117,2023-05-06,L - Movsar Evloev,2026-02-01,L - Alexander Volkanovski,2026-06-14,Steve Garcia
Manon Fiorot,1990-02-17,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,France,female,women's flyweight,2,NA,5,NA,1,4,9,8,3 KO 0 Sub 5 Dec,1,0 KO 0 Sub 1 Dec,1,7,0,5.9,3179,3230,2846,2021-01-20,W - Victoria Leonardo,2025-10-18,W - Jasmine Jasudavicius,NA,NA
Amanda Nunes,1988-05-30,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,Brazil,female,women's bantamweight,16,NA,16,NA,-1,1,18,16,7 KO 3 Sub 6 Dec,2,1 KO 1 Sub 0 Dec,2,12,5,2.9,3179,3223,2751,2013-08-03,W - Sheila Gaff,2023-06-10,W - Irene Aldana,NA,NA
Melquizael Costa,1996-09-14,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,Brazil,male,featherweight,12,NA,16,NA,12,16,9,7,2 KO 2 Sub 3 Dec,2,1 KO 1 Sub 0 Dec,6,6,2,6.8,3173,3173,2870,2023-01-21,L - Thiago Moises,2026-02-21,W - Dan Ige,2026-05-16,Arnold Allen
Jean Silva,1996-12-27,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,Brazil,male,featherweight,6,NA,16,NA,6,16,7,6,4 KO 1 Sub 1 Dec,1,1 KO 0 Sub 0 Dec,1,5,4,4.9,3172,3172,2873,2024-01-13,W - Westin Wilson,2026-01-24,W - Arnold Allen,NA,NA
Manel Kape,1993-11-14,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,"Angola, Portugal",male,flyweight,2,NA,16,NA,2,16,10,7,5 KO 0 Sub 2 Dec,3,0 KO 0 Sub 3 Dec,3,4,3,5.6,3171,3171,2859,2021-02-06,L - Alexandre Pantoja,2025-12-13,W - Brandon Royval,2026-06-20,Kyoji Horiguchi
Christian Leroy Duncan,1995-07-24,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,"United Kingdom, England",male,middleweight,13,NA,16,NA,12,16,9,7,5 KO 0 Sub 2 Dec,2,0 KO 0 Sub 2 Dec,4,4,2,6.9,3166,3166,2789,2023-03-18,W - Dusko Todorovic,2026-03-21,W - Roman Dolidze,NA,NA
Quillan Salkilld,1999-12-28,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,Australia,male,lightweight,12,NA,16,NA,12,16,5,5,3 KO 1 Sub 1 Dec,0,0 KO 0 Sub 0 Dec,5,5,4,7.4,3165,3165,2816,2025-02-08,W - Anshul Jubli,2026-05-02,W - Beneil Dariush,NA,NA
